num,energy_window,energy_std_window,variance,epoch,time,energy,energy_std,Energy-Mean,Energy-Std,Cz-Ferro,Cz-Antiferro,Mz2-Ferro,Mz2-Antiferro,Mx-Ferro,Mx-Antiferro,Nz-Ferro,Nz-Antiferro,net_overlap,std_mean,J,length
4,-12.37574,0.00816,0.03469,738.0,239.92795,-12.38347,0.03469,-12.37495,0.15437,-0.314,0.946,0.00825,0.97025,0.99524,0.99524,-0.97267,0.97267,0.0,0.0028,-4.0,4
5,-12.37407,0.01346,0.06041,640.0,207.41656,-12.39325,0.06041,-12.38987,0.10388,-0.314,0.94067,0.01025,0.96625,0.99456,0.99456,-0.96533,0.96533,0.0,0.00487,-4.0,4
6,-12.38058,0.01018,0.02239,653.0,212.45257,-12.3939,0.02239,-12.38799,0.1041,-0.30533,0.93333,0.0135,0.9565,0.99362,0.99362,-0.95333,0.95333,0.0,0.00181,-4.0,4
7,-12.38035,0.00961,0.03707,716.0,233.107,-12.38683,0.03707,-12.38248,0.11303,-0.31133,0.94733,0.01025,0.96525,0.99671,0.99671,-0.966,0.966,0.0,0.00299,-4.0,4
8,-12.38466,0.00657,0.02409,685.0,222.24612,-12.39171,0.02409,-12.38142,0.13401,-0.30733,0.92867,0.01275,0.95775,0.99569,0.99569,-0.95467,0.95467,0.0,0.00194,-4.0,4
9,-12.37739,0.01024,0.05794,642.0,208.20098,-12.38548,0.05794,-12.37774,0.26854,-0.31133,0.946,0.00925,0.96725,0.99615,0.99615,-0.96467,0.96467,0.0,0.00468,-4.0,4
0,-12.09214,0.00952,0.05719,747.0,243.46934,-12.10153,0.05719,-12.10017,0.07247,-0.308,0.94267,0.0105,0.9655,0.99674,0.99674,-0.96467,0.96467,0.0,0.00473,-3.9,4
1,-12.09446,0.00601,0.0316,681.0,221.67836,-12.09977,0.0316,-12.09461,0.19879,-0.31267,0.95,0.01025,0.96525,0.99617,0.99617,-0.96133,0.96133,0.0,0.00261,-3.9,4
2,-12.09468,0.00987,0.039,681.0,221.14171,-12.10167,0.039,-12.09946,0.06246,-0.31667,0.95667,0.00925,0.96925,0.9978,0.9978,-0.96667,0.96667,0.0,0.00322,-3.9,4
3,-12.09458,0.00757,0.0474,650.0,211.48422,-12.1015,0.0474,-12.09044,0.19382,-0.314,0.94067,0.01025,0.96325,0.99473,0.99473,-0.96133,0.96133,0.0,0.00392,-3.9,4
4,-12.08837,0.00872,0.05154,747.0,243.36604,-12.09372,0.05154,-12.08513,0.12684,-0.31067,0.944,0.0105,0.9665,0.99524,0.99524,-0.964,0.964,0.0,0.00426,-3.9,4
5,-12.08839,0.0135,0.05981,648.0,210.84518,-12.09975,0.05981,-12.09792,0.08258,-0.30133,0.92933,0.0145,0.9535,0.99456,0.99456,-0.954,0.954,0.0,0.00494,-3.9,4
6,-12.09372,0.008,0.05734,661.0,214.39596,-12.09774,0.05734,-12.08988,0.13267,-0.30867,0.93933,0.01125,0.95925,0.99362,0.99362,-0.96067,0.96067,0.0,0.00474,-3.9,4
7,-12.0918,0.00925,0.04007,707.0,230.26894,-12.09792,0.04007,-12.1017,0.12119,-0.306,0.94067,0.01125,0.96225,0.99671,0.99671,-0.96133,0.96133,0.0,0.00331,-3.9,4
8,-12.0959,0.00813,0.05551,681.0,221.32884,-12.09915,0.05551,-12.09679,0.09989,-0.31467,0.94667,0.0095,0.9685,0.99569,0.99569,-0.96667,0.96667,0.0,0.00459,-3.9,4
9,-12.08984,0.00804,0.04815,642.0,208.84355,-12.09774,0.04815,-12.09556,0.17591,-0.30867,0.94333,0.01025,0.96625,0.99615,0.99615,-0.96333,0.96333,0.0,0.00398,-3.9,4
